Loyalty#,Customer Name,TotalLifetimeValue,alert
530493.0,Richard Penhallurick,2706.61,no
530508.0,Claire Latting,3842.79,no
530511.0,Jackelyn Cozzi,4582.16,no
530515.0,Branda Nemes,4679.98,no
530517.0,Armando Ballester,2488.24,no
530528.0,Christiane Demorrett,4080.82,no
530542.0,Lou Zimmerli,7995.41,no
530573.0,Laurence Alfieri,10484.92,no
530574.0,Takako Sea,3731.5,no
530583.0,Ingeborg Hirschhorn,33473.35,no
530592.0,Grazyna Scivally,4815.85,no
530595.0,Blair Gubser,7290.07,no
530613.0,Helga Kaelin,6903.95,no
530615.0,Freddy Baston,3723.11,no
530617.0,Ezra Smetana,4170.69,no
530621.0,Brunilda Voshell,15960.98,no
530622.0,Darcie Volner,5169.5,no
530627.0,Brice Cong,8196.08,no
530644.0,Sung Eychaner,15031.56,no
530648.0,Elijah Scarff,10726.82,no
530651.0,German Kornblatt,18190.1,no
530666.0,Russell Stanzak,69671.55,yes
530697.0,Zelma Wing,4603.98,no
530710.0,Myrtice Pesina,8772.56,no
530711.0,Tiesha Degenhardt,5334.54,no
530712.0,Chasity Swofford,26730.06,no
530729.0,Wade Aderholt,10984.43,no
530770.0,Rubie Go,7399.03,no
530791.0,Herbert Mohan,3593.13,no
530794.0,Heidy Zani,3964.53,no
530802.0,Corie Esh,4447.42,no
530833.0,Anastasia Torrion,4379.28,no
530837.0,Dian Romain,20062.77,no
530839.0,Jacques Jasso,22069.68,no
530841.0,Jenell Manifold,11628.73,no
530842.0,Wilbert Badour,14746.46,no
530859.0,Emilia Otwell,4961.41,no
530870.0,Courtney Hebb,8534.79,no
530878.0,Kasha Hartage,12529.16,no
530880.0,Aracely Baerman,30763.26,no
530893.0,Dolores Herek,2194.67,no
530895.0,Veronika Sartorelli,4145.71,no
530898.0,Omega Cerrillo,8861.48,no
530914.0,Numbers Savells,10535.7,no
530920.0,Earnest Pierzchala,9048.98,no
530936.0,Nella Fratrick,2893.74,no
530946.0,Florentina Finner,5325.72,no
530951.0,Shirley Svatek,24442.3,no
530955.0,Roxanna Muschamp,30102.98,no
530964.0,Valentine Sauseda,11111.66,no
530978.0,Opal Gulbransen,4980.19,no
530985.0,Eufemia Pelligrino,8646.5,no
531035.0,Ted Bormuth,8319.12,no
531052.0,Xochitl Schiffman,14091.19,no
531054.0,Cori Dootson,9103.9,no
531059.0,Oralee Cayce,5592.16,no
531073.0,Hong Arseneau,16675.9,no
531078.0,Merle Rundle,42318.6,no
531105.0,Myrl Olding,13770.98,no
531117.0,Conception Franpton,2716.19,no
531122.0,Glinda Prescott,15118.42,no
531126.0,Lonny Mullennix,30205.01,no
531159.0,Monroe Selnes,11510.36,no
531163.0,Ted Spraggs,8008.1,no
531201.0,Porsche Fluharty,4419.54,no
531205.0,Lashawnda Horaney,7587.34,no
531246.0,Flor Waggner,2671.3,no
531283.0,Roseanna Norbeck,3705.29,no
531286.0,Tonie Sanderfer,9888.48,no
531290.0,Alane Grether,50720.2,yes
531293.0,Petronila Soltren,4130.63,no
531294.0,Elicia Leachman,6439.78,no
531338.0,Darin Lueras,5318.9,no
531349.0,Kayleen Lunetta,7473.780000000001,no
531391.0,Laticia Duncklee,5174.08,no
531397.0,Shizuko Ageboi,2853.37,no
531398.0,Azucena Stumph,15477.28,no
531419.0,Olga Kedra,30724.7,no
531430.0,Manuel Schwartze,2619.34,no
531473.0,Leana Mcglothlin,8279.06,no
531474.0,Myrtice Wymore,2588.44,no
531479.0,Usha Delashmutt,3433.82,no
531492.0,Georgianne Cuningham,7439.98,no
531497.0,Russell Fickle,14364.34,no
531514.0,Lacresha Traill,11661.12,no
531515.0,Vanetta Hisel,2764.49,no
531532.0,Yasmine Eischens,2677.28,no
531553.0,Luvenia Taverna,13021.09,no
531574.0,Rob Coaxum,23984.62,no
531602.0,Joette Friou,18090.22,no
531611.0,Camelia Verhague,5444.42,no
531613.0,Irma Matalka,7613.19,no
531619.0,Thalia Hameister,5783.46,no
531624.0,Cyril Seastrand,4611.25,no
531636.0,Dominga Coolbrith,4463.0,no
531639.0,Bernardine Mcnelis,5448.86,no
531662.0,Fred Clopp,10167.58,no
531675.0,Ernie Papitto,4758.56,no
531688.0,Carlie Lonzo,5656.2,no
531692.0,Ressie Villasenor,12157.33,no
531700.0,Manual Stormont,10813.76,no
531752.0,Lavera Hoder,13403.54,no
531778.0,Catherin Borgmeyer,26180.81,no
531793.0,Domonique Fletes,4739.86,no
531820.0,Bruce Kroetch,6514.43,no
531841.0,Denver Krall,2436.4,no
531868.0,Yasmine Coykendall,9787.81,no
531874.0,Quintin Delang,7289.66,no
531888.0,Loyd Cly,8701.36,no
531890.0,Lakeshia Haggarty,11891.24,no
531893.0,Junko Bupp,16301.97,no
531932.0,Hope Second,10843.04,no
531943.0,Daisy Luskin,13143.54,no
531958.0,Selma Cration,21920.81,no
531964.0,Cristi Smyth,4339.87,no
531976.0,Dorsey Sadeghi,6732.97,no
531977.0,Susana Dawahoya,11533.97,no
531989.0,Tomoko Lindquist,52399.06,yes
532024.0,Cordell Villamar,8704.28,no
532040.0,Bill Gaspard,5638.05,no
532064.0,Johnsie Macchiarella,20579.69,no
532066.0,Janell Greiber,2640.59,no
532086.0,Carrol Paoletto,8098.97,no
532107.0,Everette Ridgebear,31920.77,no
532122.0,Jacquie Torrella,30976.86,no
532128.0,Nigel Konopacki,5911.0,no
532129.0,Valorie Martsolf,4940.94,no
532134.0,Ila Capponi,7427.5,no
532137.0,Migdalia Boxley,20998.26,no
532143.0,Richard Dimitrov,5532.46,no
532169.0,Lavern Ottrix,8406.76,no
532171.0,Laverne Foriest,3402.78,no
532199.0,Ben Kleiner,2479.92,no
532203.0,Jarod Breisch,5619.69,no
532237.0,Karol Ziraldo,26080.949999999997,no
532276.0,Danita Shindorf,6179.7,no
532281.0,Madaline Yeh,8819.02,no
532302.0,Theola Bossart,8720.46,no
532308.0,Doreatha Besares,5892.3,no
532333.0,Bridgette Normington,5926.73,no
532334.0,Terrence Martorana,5681.7,no
532336.0,Tonda Esterson,9775.82,no
532360.0,Arletta Loranger,30966.32,no
532363.0,Esta Funicello,6385.62,no
532376.0,Pamala Hertler,2841.44,no
532378.0,Hannah Burmester,4299.84,no
532394.0,Laureen Smaniotto,5743.4,no
532419.0,Jimmy Dellasciucca,76993.9,yes
532422.0,Walton Angela,40812.479999999996,no
532433.0,Lavelle Plewinski,2686.54,no
532448.0,Walter Noble,7963.56,no
532464.0,Twanna Lapping,39503.39,no
532468.0,Anastacia Souvannakhily,8973.11,no
532513.0,Lona Afable,2739.06,no
532568.0,Karissa Tea,7891.58,no
532575.0,Delsie Mcwilson,5801.83,no
532577.0,Mia Oleksa,28119.29,no
532592.0,Merlene Alwan,9118.15,no
532594.0,Anastasia Masunaga,5538.5,no
532600.0,Loren Soldow,14962.37,no
532604.0,Celesta Levesque,9657.58,no
532605.0,Carlie Bahe,4177.7,no
532636.0,Janae Chiaminto,4454.14,no
532657.0,Jacki Pulwer,7547.76,no
532677.0,Rowena Bohol,5170.45,no
532679.0,Jesica Jakubiak,25807.06,no
532681.0,Carleen Haro,9275.68,no
532690.0,Dominic Keville,4318.43,no
532734.0,Alyce Rathfon,6013.04,no
532737.0,Gayle Lefeld,5225.25,no
532738.0,Teodora Abdulmuniem,2499.41,no
532746.0,Lawrence Puesey,19357.37,no
532752.0,Jackie Tweedy,5482.55,no
532757.0,Ailene Keir,14057.88,no
532759.0,Kris Ruszala,8432.82,no
532770.0,Johnny Shives,2944.78,no
532792.0,Paula Solorzano,2544.97,no
532799.0,Alessandra Butterbaugh,7266.1,no
532805.0,Jody Gorczynski,6292.74,no
532813.0,Georgiann Guerette,5040.78,no
532815.0,Lyndsey Fettig,7432.2,no
532832.0,Bethanie Greenhaw,25385.34,no
532848.0,Vernia Hubach,3238.0,no
532891.0,Susan Adjutant,27739.86,no
532925.0,Ludivina Call,4773.66,no
532935.0,Taylor Allaway,10080.82,no
532945.0,Willetta Faes,4159.59,no
532970.0,Karl Ranch,5570.18,no
532975.0,Virgil Osdoba,4704.18,no
532978.0,Kimi Doherty,2648.35,no
532997.0,Francisco Flournoy,31316.61,no
533002.0,Kathrine Marcos,7764.27,no
533017.0,Kiana Eversmann,5372.91,no
533031.0,Leeann Provorse,9538.77,no
533040.0,Jocelyn Hizkiya,3673.99,no
533085.0,Natacha Hawelu,3808.12,no
533087.0,Olen Thurston,2558.76,no
533091.0,Sharlene Chall,3933.81,no
533095.0,Micheal Mashiah,5887.18,no
533096.0,Sol Brandly,5140.11,no
533157.0,Raleigh Boschert,10450.06,no
533187.0,Jacquiline Chambers,51624.18000000001,yes
533188.0,Clelia Gaucher,8010.97,no
533198.0,Eileen Nopper,8547.59,no
533199.0,Noble Progl,27945.89,no
533205.0,Leonard Muldoon,5773.9,no
533209.0,Paz Bodda,9875.09,no
533213.0,Tillie Hettrick,5314.96,no
533221.0,Fredric Deshner,2554.44,no
533266.0,Min Getts,8509.85,no
533295.0,Maxima Newburn,7469.15,no
533302.0,Elmo Mcgary,5585.31,no
533308.0,Shirl Naftzger,4170.69,no
533337.0,Ernest Quent,48677.02,no
533365.0,Yvone Nemitz,19315.16,no
533370.0,Perry Barran,14032.59,no
533374.0,Rita Axthelm,9168.28,no
533382.0,Kerrie Safley,2567.15,no
533388.0,Kylie Malensek,17208.06,no
533391.0,Leesa Wilhelm,3147.97,no
533398.0,Jacques Willadsen,4196.26,no
533401.0,Marcelina Dusenberry,14218.57,no
533441.0,Jarred Rollend,5563.77,no
533451.0,Solange Seeliger,13960.66,no
533470.0,Dusty Yeoman,2243.47,no
533472.0,Sana Kaminer,10426.09,no
533488.0,Manual Fails,2580.85,no
533492.0,Lizette Blumenschein,5338.53,no
533509.0,Ricky Scarsella,11547.04,no
533511.0,Ida Speros,8139.53,no
533539.0,Sadye Bouwens,32654.84,no
533574.0,Sherman Brugman,5156.07,no
533578.0,Kay Milos,10747.03,no
533582.0,Tish Holtan,11537.51,no
533599.0,Mao Muchmore,6676.73,no
533602.0,Shaun Gaeddert,22676.67,no
533619.0,Asuncion Dutchess,25278.18,no
533634.0,Meghann Sadee,6104.5,no
533638.0,Alysha Buen,5838.9,no
533666.0,Lavone Grasty,4830.91,no
533707.0,Merri Newnum,6785.54,no
533708.0,Terica Benyo,2522.41,no
533742.0,Michaela Zeltner,4437.84,no
533761.0,Kendall Haerr,6274.12,no
533766.0,Dana Strick,4893.29,no
533783.0,Alita Schmitt,17019.7,no
533793.0,Ramiro Onusko,2725.36,no
533809.0,Evette Najera,6907.55,no
533852.0,Sabine Zwilling,4900.34,no
533863.0,Wendell Ruffell,20885.3,no
533872.0,Dotty Buseck,28699.72,no
533878.0,Rebecka Rigo,5090.78,no
533881.0,Denae Stocke,4907.14,no
533927.0,Joellen Balkcom,2617.7,no
533950.0,Hal Lords,9880.39,no
533953.0,Maynard Schafer,5392.5,no
533986.0,Susie Machel,3808.12,no
533994.0,Twila Bohac,5351.85,no
533997.0,Takako Chudy,9497.58,no
534009.0,Kelvin Uptmor,7732.39,no
534018.0,Boyd Peckinpaugh,2510.63,no
534036.0,Bryant Durrette,4904.89,no
534082.0,Marivel Lazzari,7357.469999999999,no
534118.0,Tobie Crofford,9414.12,no
534122.0,Kisha Rankhorn,16468.22,no
534135.0,Domingo Wenstrand,3964.81,no
534146.0,Malissa Ogen,7188.61,no
534148.0,Jovita Weissgerber,18484.81,no
534151.0,Dionna Cung,7903.99,no
534163.0,Margareta Waldner,16280.0,no
534176.0,Valorie Englade,4463.0,no
534185.0,Fernando Mayorga,12887.43,no
534188.0,Sadie Nikula,7929.06,no
534193.0,Margot Person,15272.8,no
534208.0,Christiana Cambria,6832.37,no
534224.0,Sueann Rebell,16760.91,no
534227.0,Shae Tuai,8034.52,no
534231.0,Donald Hinaman,5838.9,no
534262.0,Emmitt Hugi,6968.5,no
534276.0,Lavone Scheuvront,3508.57,no
534286.0,Abbie Badie,16185.76,no
534294.0,Audrie Whittenburg,9557.36,no
534324.0,Lavenia Mctee,5705.55,no
534346.0,Lorenza Haroldsen,11216.34,no
534361.0,Phuong Kendal,4869.6,no
534372.0,Melita Stepter,2803.6,no
534377.0,Erick Blickem,2993.12,no
534390.0,Nicola Bartosiewicz,2487.65,no
534452.0,Kum Hanses,64701.740000000005,yes
534461.0,Celestine Crays,32608.6,no
534463.0,Noemi Housand,7100.33,no
534464.0,Mi Brinkman,12485.2,no
534479.0,Ray Decius,2454.36,no
534481.0,Desmond Vanis,12067.46,no
534494.0,Carmelina Hoffses,5018.54,no
534505.0,Christian Tsuji,8535.11,no
534510.0,Eulah Swingen,8071.65,no
534544.0,Cornelius Vijayan,15543.98,no
534571.0,Winter Escarrega,10856.18,no
534588.0,Nikia Montjoy,21578.86,no
534597.0,Dorian Sima,4903.81,no
534618.0,Dennise Prairie,5372.35,no
534649.0,Isaiah Callez,4791.14,no
534706.0,Christine Kawamoto,15886.03,no
534716.0,Aaron Hanhan,4881.3,no
534717.0,Lashunda Dunnahoo,40006.28,no
534734.0,Abram Yoshina,8936.82,no
534735.0,Nickolas Honeysucker,14629.41,no
534760.0,Hildred Lamontagna,3508.57,no
534764.0,Maxie Anspach,8420.43,no
534773.0,Particia Donato,10552.17,no
534775.0,Cruz Gowens,26432.43,no
534794.0,Louann Engley,4708.2,no
534795.0,Shara Lebrun,11161.64,no
534805.0,Devora Fouracre,5208.35,no
534813.0,Santos Babu,11783.150000000001,no
534817.0,Billi Romanski,4871.15,no
534834.0,Mathew Koroma,2489.75,no
534842.0,Karisa Alden,8163.89,no
534845.0,Gil Prellwitz,4749.6,no
534850.0,Lorelei Monterrubio,7053.3,no
534862.0,Janett Varnon,2491.26,no
534880.0,Jerilyn Saltness,14895.4,no
534884.0,Belkis Dileo,2707.43,no
534892.0,Julietta Roys,6191.42,no
534899.0,Ardell Jenny,5064.13,no
534904.0,Cierra Miscavage,4540.38,no
534905.0,Grace Maeda,8113.96,no
534924.0,Keenan Stringari,4836.05,no
534972.0,Crista Munir,9416.28,no
534979.0,Tawnya Wik,10932.21,no
535013.0,Maryln Dibrito,5710.33,no
535026.0,Angelika Selig,3087.25,no
535049.0,Farrah Kamerer,7984.09,no
535056.0,Mara Mosko,8303.34,no
535064.0,Maricela Bullerwell,5548.03,no
535067.0,Errol Arguillo,15558.44,no
535077.0,Brandon Anerton,9752.7,no
535114.0,Vanesa Dahle,14710.7,no
535124.0,Leana Castrejon,5453.6,no
535131.0,Sommer Mastenbrook,4055.4,no
535151.0,Valerie Eckmeyer,40432.62,no
535181.0,Randi Slaybaugh,5926.73,no
535183.0,Brady Gagen,8372.85,no
535198.0,Charlette Willenbrock,4873.67,no
535202.0,Stanton Renk,4916.3,no
535219.0,Tesha Holstein,4698.35,no
535233.0,Karisa Vranich,24884.920000000002,no
535250.0,Thaddeus Morphew,5871.61,no
535251.0,Fleta Fuemmeler,16239.66,no
535270.0,Ervin Nuzum,32362.690000000002,no
535320.0,Creola Ratsep,11137.9,no
535327.0,Terrell Toniatti,9075.77,no
535345.0,Stephaine Shekarchi,4170.57,no
535346.0,Lynne Stoneberg,15987.39,no
535350.0,Horace Kleinschmidt,20290.88,no
535367.0,Catherin Cardone,8595.15,no
535369.0,Colton Neuser,2592.44,no
535379.0,Millicent Antrim,8382.63,no
535395.0,Ronald Davidian,22721.47,no
535396.0,Jovita Fredicks,3161.17,no
535400.0,Sharell Toten,21188.26,no
535402.0,Laquita Riede,5498.75,no
535411.0,Gretchen Hawman,7255.95,no
535413.0,Caroyln Laney,5748.14,no
535421.0,Myrtle Castles,20230.9,no
535436.0,Joshua Porcelli,3312.18,no
535464.0,Jong Belfiglio,6172.91,no
535482.0,Suzette Thelmon,11760.88,no
535490.0,Shena Yunt,5227.77,no
535509.0,Vickey Yarber,11929.029999999999,no
535525.0,Alise Derensis,5384.53,no
535528.0,Conception Genz,3796.55,no
535539.0,Dixie Esau,10709.22,no
535542.0,Mika Ragone,2602.25,no
535544.0,Milford Mulrain,5638.93,no
535550.0,Racheal Cuttitta,22155.38,no
535587.0,Lynsey Vanorder,9189.52,no
535593.0,Misty Heade,5709.36,no
535645.0,Avelina Abo,5933.88,no
535662.0,Franklyn Lamattina,5365.54,no
535699.0,Kieth Hodor,14024.36,no
535706.0,Noriko Grandos,4475.05,no
535754.0,Ozell Uk,7948.54,no
535769.0,Doreatha Epting,19615.66,no
535772.0,Milton Britton,27430.14,no
535777.0,Carmela Franz,11348.76,no
535838.0,Dania Bestine,12128.45,no
535852.0,Layne Capetillo,7715.1,no
535868.0,Melany Marling,18361.56,no
535889.0,Juliet Relacion,42567.28,no
535892.0,Allyson Barich,9028.31,no
535908.0,Parker Mondo,6112.76,no
535944.0,Belva Marchan,3808.12,no
535951.0,Rowena Israel,18768.96,no
535967.0,Marcelina Halmick,4386.28,no
536018.0,Sadie Merles,2545.22,no
536021.0,Pierre Mcmurdie,27027.48,no
536030.0,Rosann Arvay,9540.92,no
536063.0,Sina Easterling,5739.82,no
536066.0,Danica Lipkovitch,4885.16,no
536082.0,Pamela Jerdon,10924.29,no
536089.0,Jennefer Kuka,4724.79,no
536092.0,Ilda Navarra,15072.14,no
536124.0,Eveline Polimeni,7505.77,no
536129.0,Brandon Tapija,14442.3,no
536132.0,Dacia Scafe,4873.68,no
536186.0,Tina Bourassa,3981.78,no
536193.0,Vaughn Hashem,20940.3,no
536221.0,Leonia Johnico,26197.41,no
536245.0,Serafina Gentilcore,8253.27,no
536246.0,Deanna Carfrey,2451.99,no
536272.0,Nisha Knabe,8293.48,no
536287.0,Reiko Rizo,9424.26,no
536293.0,Mallory Madariaga,4881.39,no
536306.0,Jenee Suvada,13466.92,no
536321.0,Belle Wittkopp,3163.28,no
536326.0,Tayna Bratton,7524.88,no
536330.0,Oralia Renier,8105.81,no
536355.0,Santos Zukof,3544.54,no
536360.0,Edna Shinkel,12036.62,no
536371.0,Krista Perritt,23086.36,no
536388.0,Eleanora Bransom,29668.409999999996,no
536394.0,Eddie Tellier,2451.54,no
536404.0,Emeline Sarazin,10626.81,no
536409.0,Leta Model,7494.09,no
536422.0,Lindsey Wehrman,8537.24,no
536434.0,Raina Seawright,13447.37,no
536438.0,Dalene Monholland,3351.57,no
536454.0,Minta Bodner,18898.33,no
536461.0,Lenna Strandberg,3618.43,no
536477.0,Joan Cheam,10963.96,no
536481.0,Marlo Wilbanks,12380.64,no
536485.0,Deloras Rosenbaum,2702.69,no
536517.0,Inger Wardian,12542.02,no
536525.0,Sydney Privett,3339.76,no
536535.0,Thu Bone,4892.63,no
536538.0,Winona Senato,3700.68,no
536558.0,Gwyn Lagassie,4713.4,no
536567.0,Clint Maravilla,3919.37,no
536569.0,Edgardo Honchul,7615.06,no
536574.0,Thurman Krog,19171.0,no
536577.0,Kenton Mendibles,11259.64,no
536599.0,Hazel Larranaga,8714.92,no
536603.0,Nannette Quesnel,5452.17,no
536616.0,Malik Caddigan,3208.23,no
536640.0,Caryn Loertscher,19688.32,no
536647.0,Margarete Halm,5328.32,no
536650.0,Edgardo Galer,4139.9,no
536652.0,Jeane Wogan,2453.57,no
536658.0,Beatrice Penatac,2956.36,no
536671.0,Pura Dematos,2224.77,no
536677.0,Karan Donaghue,4686.47,no
536699.0,Darcel Kahawai,25082.18,no
536723.0,Lupe Lespier,5331.82,no
536748.0,Towanda Jenrette,11267.9,no
536766.0,Gregg Pardew,11948.38,no
536767.0,Micaela Tuft,8193.09,no
536772.0,Yuri Brittingham,5654.59,no
536777.0,Kendal Briano,2943.05,no
536785.0,Louisa Braunberger,12819.1,no
536794.0,Roseann Derouin,29073.58,no
536802.0,Sina Guidi,66946.7,yes
536806.0,Emmie Keeler,16014.8,no
536823.0,Shanda Kennis,13770.98,no
536825.0,Minerva Fiallo,2480.39,no
536826.0,Kenneth Grazioplene,5603.12,no
536843.0,Bea Hourihan,8229.24,no
536847.0,Carmina Breisch,29855.55,no
536848.0,Dwight Rinebold,2248.45,no
536849.0,Saran Dacanay,19504.47,no
536856.0,Charisse Armond,4466.1,no
536868.0,Renae Welby,7618.44,no
536885.0,Beth Giesing,18413.2,no
536941.0,Annabel Marry,10016.29,no
536959.0,Boris Rosko,9855.42,no
536962.0,Margie Zic,8742.06,no
536981.0,Bruce Gildow,4105.58,no
536987.0,Deborah Schapiro,10025.92,no
537011.0,Travis Orce,5318.9,no
537013.0,Joline Loisel,17966.29,no
537016.0,Huey Wallington,14925.86,no
537038.0,Lu Ullmann,5431.22,no
537070.0,Lawrence Pistilli,3834.21,no
537072.0,Rolanda Polk,8626.289999999999,no
537087.0,Simone Stotko,10808.07,no
537089.0,Eric Sherwin,7378.51,no
537090.0,Verdie Rynne,8823.85,no
537099.0,Violet Kornman,17085.41,no
537107.0,Tran Wolak,10614.64,no
537124.0,Carolann Reynold,2776.77,no
537132.0,Kina Lahaie,5635.4,no
537169.0,Rhoda Spindel,4538.12,no
537176.0,Luise Morganti,3619.06,no
537193.0,Stephania Insko,5325.72,no
537230.0,Shirley Eisler,2524.65,no
537271.0,Dannielle Penza,8019.33,no
537279.0,Rosalia Mowen,15481.25,no
537289.0,Yevette Binkiewicz,2592.44,no
537344.0,Luetta Donilon,30286.69,no
537355.0,Shannan Villandry,15531.79,no
537360.0,Janyce Tilbury,24759.81,no
537387.0,Mary Ringo,3746.75,no
537397.0,Malcom Mews,7988.26,no
537405.0,Brooke Jobes,22967.88,no
537421.0,Shirley Eckland,13110.55,no
537472.0,Ruthanne Mable,15408.5,no
537478.0,Angla Gonnerman,10793.76,no
537499.0,Dian Miggins,4914.73,no
537505.0,Lindy Olloqui,2452.06,no
537529.0,Deidra Deyarmond,15832.75,no
537532.0,Junior Durupan,15183.66,no
537538.0,Doreen Greiwe,7582.11,no
537542.0,Cristy Perz,4479.02,no
537565.0,Del Auprey,5745.94,no
537607.0,Ahmed Baughey,4955.549999999999,no
537610.0,Mittie Desadier,7582.11,no
537613.0,Telma Shill,3975.32,no
537625.0,Eleanore Nourse,12963.06,no
537633.0,Felisha Joynt,2748.8,no
537641.0,John Gilpatric,8513.59,no
537665.0,Janie Albair,18984.68,no
537678.0,Tonia Tabios,13411.31,no
537701.0,Belkis Favieri,7540.58,no
537705.0,Doria Sechler,8547.18,no
537711.0,Barbar Mammoccio,4031.54,no
537722.0,Irene Reidinger,8208.93,no
537756.0,Emanuel Yoshioka,9234.28,no
537770.0,Lisbeth Stjulian,10981.56,no
537786.0,Venita Desilvo,11403.84,no
537795.0,Elyse Coriano,8668.12,no
537796.0,Robbie Lascody,14954.36,no
537811.0,Kary Toma,14627.93,no
537817.0,Hortense Wortinger,12341.83,no
537821.0,Peter Salemo,4502.67,no
537829.0,Dara Agle,3834.21,no
537835.0,Marg Hauze,6846.15,no
537852.0,Adalberto Shoaff,12370.2,no
537878.0,Abraham Hierro,7942.45,no
537887.0,Era Wegweiser,8849.69,no
537888.0,Pedro Shabazz,17788.06,no
537901.0,Melita Zentz,8767.5,no
537907.0,Kassie Prabhakar,29194.37,no
537914.0,Edda Saltmarsh,4870.5,no
537923.0,Margeret Foltz,2929.92,no
537932.0,Sulema Riggs,13853.52,no
537953.0,Francina Karmel,6383.61,no
537962.0,Maurine Demerchant,9415.9,no
537990.0,Ben Oliveria,24594.22,no
537998.0,Teressa Mcglinn,18929.33,no
538000.0,Mammie Wangberg,11583.22,no
538003.0,Kylie Sesser,4776.19,no
538016.0,Davida Hoverson,7494.12,no
538030.0,Jacinto Sibbett,9657.58,no
538042.0,Alyce Haker,9453.74,no
538047.0,Terry Prashad,5316.76,no
538056.0,Sabine Essman,5171.92,no
538064.0,Stacee Doward,9445.93,no
538131.0,Lucile Kotula,15685.74,no
538132.0,Michael Gladwell,5555.83,no
538139.0,Alverta Zullig,17497.52,no
538244.0,Dania Mikus,7644.76,no
538252.0,Shawnna Quituqua,7285.1,no
538265.0,Isabella Tyre,25984.56,no
538270.0,Laverne Vandiford,15613.95,no
538298.0,Narcisa Kines,8224.77,no
538308.0,Alanna Exley,18269.54,no
538338.0,Ranae Khatcherian,10208.93,no
538341.0,Eva Trillana,3358.66,no
538350.0,Taylor Brosey,3719.25,no
538406.0,Lamonica Albanez,7860.09,no
538422.0,Cinthia Enzor,8053.74,no
538447.0,Aline Grewell,14495.48,no
538503.0,Eddie Kofron,8476.81,no
538505.0,Alfreda Mccullom,44109.39,no
538506.0,Sharri Klasen,2459.17,no
538507.0,Faustina Bagu,15319.0,no
538517.0,Lizeth Barnes,5382.44,no
538534.0,Gigi Vandersloot,4563.86,no
538550.0,Debora Vanderbie,10737.68,no
538575.0,Bao Late,2279.75,no
538680.0,Trenton Dash,4974.8,no
538691.0,Nisha Gural,17173.32,no
538702.0,Margarite Mcgory,4755.37,no
538705.0,Tanika Rastelli,12771.24,no
538723.0,Shaneka Nathan,5733.21,no
538741.0,Kasey Girdler,12036.62,no
538742.0,Skye Campanaro,5246.28,no
538748.0,Rudolf Payna,8319.18,no
538757.0,Melissa Bechtel,23069.13,no
538760.0,Deloris Simpler,5846.42,no
538768.0,Donald Linzy,15114.4,no
538770.0,Laure Morasch,8797.83,no
538778.0,Jayson Lau,17312.8,no
538795.0,Yukiko Hernadez,26822.62,no
538796.0,Renate Dears,38506.06,no
538800.0,Nathaniel Kissane,16103.14,no
538803.0,Dorethea Molleur,9385.32,no
538816.0,Jean Embry,7854.77,no
538819.0,Julianne Ota,2538.63,no
538830.0,Terina Prefontaine,4349.31,no
538850.0,Renato Sauser,5419.46,no
538854.0,Vincent Feltham,2869.3,no
538877.0,Fanny Opalicki,17293.0,no
538902.0,Helena Kurka,4463.0,no
538916.0,Lizette Martinat,14712.02,no
538935.0,Ivory Bowman,5217.51,no
538949.0,Jamey Sommerdorf,10033.1,no
538951.0,Jospeh Ettman,4960.1,no
538963.0,Bob Yaker,12341.83,no
538973.0,Melony Duka,5521.54,no
538979.0,Taryn Canipe,9291.14,no
538986.0,Oretha Cadieux,2500.24,no
538987.0,Otha Seaman,17112.84,no
538988.0,Lura Cushen,18522.29,no
539038.0,Lacie Schoenstein,17111.78,no
539069.0,Gabrielle Edmison,7355.35,no
539092.0,Candyce Darron,5800.19,no
539100.0,Brenton Porst,3700.68,no
539106.0,Cortez Welder,8237.18,no
539124.0,Kristal Verdiguel,4363.6,no
539125.0,Zita Tiberi,14696.64,no
539127.0,Dalila Croson,3289.13,no
539144.0,Irving Bergmeyer,16287.380000000001,no
539149.0,Adrienne Mangle,8139.53,no
539171.0,Azucena Sturrock,3146.04,no
539172.0,Nelia Riback,2536.89,no
539174.0,Milo Hollman,4896.26,no
539181.0,Arlena Mills,3355.53,no
539192.0,Joseph Pridgeon,4272.81,no
539198.0,Fabian Jukich,3491.74,no
539211.0,Daryl Kiesz,14722.22,no
539213.0,Esteban Mongomery,7803.5,no
539274.0,Gabriel Hammers,11000.02,no
539281.0,Pok Tharaldson,8658.86,no
539282.0,Jolene Niemiec,24626.32,no
539322.0,Arianne Heigh,17162.56,no
539339.0,Sheryl Ancira,6761.11,no
539356.0,Crysta Campobasso,10548.54,no
539358.0,Julie Broadhurst,4755.19,no
539370.0,Son Wytch,3309.25,no
539421.0,Tatum Wicketts,5498.75,no
539436.0,Michaela Armillei,4283.96,no
539439.0,Elke Luvian,2359.42,no
539440.0,Aubrey Age,13160.34,no
539447.0,Willy Joerger,4940.51,no
539474.0,Naida Gartrell,2359.42,no
539475.0,Elmer Thorburn,5500.01,no
539498.0,Shakia Laurenti,5384.43,no
539505.0,Mirna Hoblit,78800.38,yes
539508.0,Cristopher Nave,5154.76,no
539509.0,Clarence Parrow,7564.61,no
539537.0,Hal Seabron,4726.96,no
539592.0,Emerald Friedman,8546.61,no
539599.0,Fernande Freiler,11104.66,no
539618.0,Marth Petry,39535.29,no
